createdat,productname,consumption,revenue
2019-02-02,ÖkoStrom 1,18500,553218.5300000000
2019-02-02,ÖkoStrom 2,14800,433699.9400000000
2019-02-02,ÖkoStrom 3,15100,439466.9400000000
2019-02-03,ÖkoGas 1,41300,212752.1600000000
2019-02-03,ÖkoStrom 1,7100,212319.3700000000
2019-02-03,ÖkoStrom 2,16700,489379.9300000000
2019-02-03,ÖkoStrom 3,14400,419096.9400000000
2019-02-04,ÖkoGas 1,8400,43274.2900000000
2019-02-04,ÖkoStrom 1,9500,284089.1600000000
2019-02-04,ÖkoStrom 2,14500,424909.9400000000
2019-02-04,ÖkoStrom 3,17400,506406.4300000000
2019-02-05,ÖkoGas 1,9600,49454.2900000000
2019-02-05,ÖkoStrom 1,13000,388748.9500000000
2019-02-05,ÖkoStrom 2,18000,527469.9300000000
2019-02-05,ÖkoStrom 3,15200,442376.9400000000
2019-02-06,ÖkoGas 1,11100,57179.2900000000
2019-02-06,ÖkoStrom 1,11900,355858.9500000000
2019-02-06,ÖkoStrom 2,20600,603659.9200000000
2019-02-06,ÖkoStrom 3,13200,384167.4500000000
2019-02-07,ÖkoGas 1,40100,206572.1600000000
2019-02-07,ÖkoStrom 1,17300,517338.5300000000
2019-02-07,ÖkoStrom 2,12400,363369.9500000000
2019-02-07,ÖkoStrom 3,10300,299767.9600000000
2019-02-08,ÖkoGas 1,10400,53574.2900000000
2019-02-08,ÖkoStrom 1,18000,538268.5300000000
2019-02-08,ÖkoStrom 2,17700,518679.9300000000
2019-02-08,ÖkoStrom 3,15200,442376.9400000000
2019-02-09,ÖkoGas 1,11300,58209.2900000000
2019-02-09,ÖkoStrom 1,7700,230259.3700000000
2019-02-09,ÖkoStrom 2,14900,436629.9400000000
2019-02-09,ÖkoStrom 3,10000,291037.9600000000
2019-02-10,ÖkoGas 1,29200,150422.8700000000
2019-02-10,ÖkoStrom 1,13100,391738.9500000000
2019-02-10,ÖkoStrom 2,9600,281319.9600000000
2019-02-10,ÖkoStrom 3,14700,427826.9400000000
2019-02-11,ÖkoGas 1,45700,235426.4500000000
2019-02-11,ÖkoStrom 1,19800,592098.3200000000
2019-02-11,ÖkoStrom 2,7100,208059.9700000000
2019-02-11,ÖkoStrom 3,17700,515136.4300000000
2019-02-12,ÖkoGas 1,47100,242636.4500000000
2019-02-12,ÖkoStrom 1,18910,565487.3200000000
2019-02-12,ÖkoStrom 2,14000,410259.9400000000
2019-02-12,ÖkoStrom 3,7500,218278.4700000000
2019-02-13,ÖkoGas 1,20200,104058.5800000000
2019-02-13,ÖkoStrom 1,12300,367818.9500000000
2019-02-13,ÖkoStrom 2,20600,603659.9200000000
2019-02-13,ÖkoStrom 3,12600,366707.4500000000
2019-02-14,ÖkoStrom 1,14600,436598.7400000000
2019-02-14,ÖkoStrom 2,14800,433699.9400000000
2019-02-14,ÖkoStrom 3,12900,375437.4500000000
2019-02-15,ÖkoGas 1,9000,46364.2900000000
2019-02-15,ÖkoStrom 1,18800,562198.3200000000
2019-02-15,ÖkoStrom 2,20200,591939.9200000000
2019-02-15,ÖkoStrom 3,20078,584345.7200000000
2019-02-16,ÖkoGas 1,19400,99938.5800000000
2019-02-16,ÖkoStrom 1,7300,218299.3700000000
2019-02-16,ÖkoStrom 2,14500,424909.9400000000
2019-02-16,ÖkoStrom 3,19700,573345.9200000000
2019-02-17,ÖkoGas 1,19000,97878.5800000000
2019-02-17,ÖkoStrom 1,9800,293059.1600000000
2019-02-17,ÖkoStrom 2,13900,407319.9500000000
2019-02-17,ÖkoStrom 3,14100,410366.9400000000
2019-02-18,ÖkoGas 1,19200,98908.5800000000
2019-02-18,ÖkoStrom 1,15000,448558.7400000000
2019-02-18,ÖkoStrom 2,11900,348719.9500000000
2019-02-18,ÖkoStrom 3,20000,582075.9200000000
2019-02-19,ÖkoStrom 1,7500,224279.3700000000
2019-02-19,ÖkoStrom 2,12800,375089.9500000000
2019-02-19,ÖkoStrom 3,15400,448196.9400000000
2019-02-20,ÖkoGas 1,8200,42244.2900000000
2019-02-20,ÖkoStrom 1,13600,406698.7400000000
2019-02-20,ÖkoStrom 2,11900,348719.9500000000
2019-02-20,ÖkoStrom 3,13000,378347.4500000000
2019-02-21,ÖkoGas 1,18000,92728.5800000000
2019-02-21,ÖkoStrom 1,19100,571168.3200000000
2019-02-21,ÖkoStrom 2,10500,307689.9600000000
2019-02-21,ÖkoStrom 3,7400,215368.4700000000
2019-02-22,ÖkoGas 1,9800,50484.2900000000
2019-02-22,ÖkoStrom 1,10300,308009.1600000000
2019-02-22,ÖkoStrom 2,14300,419049.9400000000
2019-02-22,ÖkoStrom 3,15700,456926.9400000000
2019-02-23,ÖkoGas 1,18800,96848.5800000000
2019-02-23,ÖkoStrom 1,15200,454538.7400000000
2019-02-23,ÖkoStrom 2,19500,571429.9200000000
2019-02-23,ÖkoStrom 3,13000,378347.4500000000
2019-02-24,ÖkoGas 1,10800,55634.2900000000
2019-02-24,ÖkoStrom 1,15100,451548.7400000000
2019-02-24,ÖkoStrom 2,12500,366299.9500000000
2019-02-24,ÖkoStrom 3,20100,584985.9200000000
2019-02-25,ÖkoGas 1,19600,100968.5800000000
2019-02-25,ÖkoStrom 1,12200,364828.9500000000
2019-02-25,ÖkoStrom 2,14600,427839.9400000000
2019-02-25,ÖkoStrom 3,9200,267757.9600000000
2019-02-26,ÖkoGas 1,8100,41729.2900000000
2019-02-26,ÖkoStrom 1,22400,669848.1100000000
2019-02-26,ÖkoStrom 2,17400,509889.9300000000
2019-02-26,ÖkoStrom 3,15000,436556.9400000000
2019-02-27,ÖkoGas 1,9100,46879.2900000000
2019-02-27,ÖkoStrom 1,19700,589108.3200000000
2019-02-27,ÖkoStrom 2,17100,501099.9300000000
2019-02-27,ÖkoStrom 3,20100,584985.9200000000
2019-02-28,ÖkoStrom 1,7100,212319.3700000000
2019-02-28,ÖkoStrom 2,18600,545049.9300000000
2019-02-28,ÖkoStrom 3,14500,422006.9400000000
2019-03-01,ÖkoGas 1,21600,111268.5800000000
2019-03-01,ÖkoStrom 1,10000,299039.1600000000
2019-03-01,ÖkoStrom 2,14400,421979.9400000000
2019-03-01,ÖkoStrom 3,17105,497821.9300000000
2019-03-02,ÖkoGas 1,53100,273536.4500000000
2019-03-02,ÖkoStrom 1,9900,296049.1600000000
2019-03-02,ÖkoStrom 2,19900,583149.9200000000
2019-03-02,ÖkoStrom 3,21500,625725.9200000000
2019-03-03,ÖkoGas 1,31400,161752.8700000000
2019-03-03,ÖkoStrom 1,14800,442578.7400000000
2019-03-03,ÖkoStrom 2,15700,460069.9400000000
2019-03-03,ÖkoStrom 3,17800,518046.4300000000
2019-03-04,ÖkoGas 1,20700,106633.5800000000
2019-03-04,ÖkoStrom 1,20000,598078.3200000000
2019-03-04,ÖkoStrom 2,14800,433699.9400000000
2019-03-04,ÖkoStrom 3,15200,442376.9400000000
2019-03-05,ÖkoGas 1,28900,148877.8700000000
2019-03-05,ÖkoStrom 1,12100,361838.9500000000
2019-03-05,ÖkoStrom 2,12600,369229.9500000000
2019-03-05,ÖkoStrom 3,12100,352157.4500000000
2019-03-06,ÖkoGas 1,22000,113328.5800000000
2019-03-06,ÖkoStrom 1,12300,367818.9500000000
2019-03-06,ÖkoStrom 2,15300,448349.9400000000
2019-03-06,ÖkoStrom 3,17700,515136.4300000000
2019-03-07,ÖkoGas 1,32000,164842.8700000000
2019-03-07,ÖkoStrom 1,14400,430618.7400000000
2019-03-07,ÖkoStrom 2,20200,591939.9200000000
2019-03-07,ÖkoStrom 3,11800,343427.4500000000
2019-03-08,ÖkoGas 1,31500,162267.8700000000
2019-03-08,ÖkoStrom 1,16800,502388.5300000000
2019-03-08,ÖkoStrom 2,11900,348719.9500000000
2019-03-08,ÖkoStrom 3,11500,334697.4500000000
2019-03-09,ÖkoGas 1,17900,92213.5800000000
2019-03-09,ÖkoStrom 1,14500,433608.7400000000
2019-03-09,ÖkoStrom 2,9900,290109.9600000000
2019-03-09,ÖkoStrom 3,15500,451106.9400000000
2019-03-10,ÖkoGas 1,20900,107663.5800000000
2019-03-10,ÖkoStrom 1,14200,424638.7400000000
2019-03-10,ÖkoStrom 2,11800,345789.9500000000
2019-03-10,ÖkoStrom 3,19400,564615.9200000000
2019-03-11,ÖkoGas 1,8100,41729.2900000000
2019-03-11,ÖkoStrom 1,12800,382768.9500000000
2019-03-11,ÖkoStrom 2,15600,457139.9400000000
2019-03-11,ÖkoStrom 3,14400,419096.9400000000
2019-03-12,ÖkoGas 1,18400,94788.5800000000
2019-03-12,ÖkoStrom 1,20000,598078.3200000000
2019-03-12,ÖkoStrom 2,14100,413189.9400000000
2019-03-12,ÖkoStrom 3,6600,192088.4700000000
2019-03-13,ÖkoStrom 1,12300,367818.9500000000
2019-03-13,ÖkoStrom 2,19800,580219.9200000000
2019-03-13,ÖkoStrom 3,16400,477306.4300000000
2019-03-14,ÖkoGas 1,11500,59239.2900000000
2019-03-14,ÖkoStrom 1,19500,583128.3200000000
2019-03-14,ÖkoStrom 2,16200,474729.9300000000
2019-03-14,ÖkoStrom 3,19400,564615.9200000000
2019-03-15,ÖkoGas 1,92700,477533.6100000000
2019-03-15,ÖkoStrom 1,16400,490428.5300000000
2019-03-15,ÖkoStrom 2,14000,410259.9400000000
2019-03-15,ÖkoStrom 3,12000,349247.4500000000
2019-03-16,ÖkoGas 1,31300,161237.8700000000
2019-03-16,ÖkoStrom 1,17300,517338.5300000000
2019-03-16,ÖkoStrom 2,14300,419049.9400000000
2019-03-16,ÖkoStrom 3,12800,372527.4500000000
2019-03-17,ÖkoGas 1,39500,203482.1600000000
2019-03-17,ÖkoStrom 1,19700,589108.3200000000
2019-03-17,ÖkoStrom 2,9900,290109.9600000000
2019-03-17,ÖkoStrom 3,9700,282307.9600000000
2019-03-18,ÖkoGas 1,49700,256026.4500000000
2019-03-18,ÖkoStrom 1,19800,592098.3200000000
2019-03-18,ÖkoStrom 2,24500,717949.9000000000
2019-03-18,ÖkoStrom 3,21300,619915.4100000000
2019-03-19,ÖkoGas 1,11700,60269.2900000000
2019-03-19,ÖkoStrom 1,6700,200359.3700000000
2019-03-19,ÖkoStrom 2,7300,213919.9700000000
2019-03-19,ÖkoStrom 3,14470,421133.9400000000
2019-03-20,ÖkoGas 1,19500,100453.5800000000
2019-03-20,ÖkoStrom 1,14000,418658.7400000000
2019-03-20,ÖkoStrom 2,17700,518679.9300000000
2019-03-20,ÖkoStrom 3,17600,512226.4300000000
2019-03-21,ÖkoGas 1,22500,115903.5800000000
2019-03-21,ÖkoStrom 1,15700,469488.7400000000
2019-03-21,ÖkoStrom 2,7900,231499.9700000000
2019-03-21,ÖkoStrom 3,11600,337607.4500000000
2019-03-22,ÖkoStrom 1,16400,490428.5300000000
2019-03-22,ÖkoStrom 2,19500,571429.9200000000
2019-03-22,ÖkoStrom 3,17800,518046.4300000000
2019-03-23,ÖkoGas 1,17900,92213.5800000000
2019-03-23,ÖkoStrom 1,17300,517338.5300000000
2019-03-23,ÖkoStrom 2,16400,480589.9300000000
2019-03-23,ÖkoStrom 3,10100,293947.9600000000
2019-03-24,ÖkoStrom 1,14900,445568.7400000000
2019-03-24,ÖkoStrom 2,13800,404399.9400000000
2019-03-24,ÖkoStrom 3,11900,346337.4500000000
2019-03-25,ÖkoGas 1,31400,161752.8700000000
2019-03-25,ÖkoStrom 1,12900,385758.9500000000
2019-03-25,ÖkoStrom 2,10000,293039.9600000000
2019-03-25,ÖkoStrom 3,13800,401636.9400000000
2019-03-26,ÖkoGas 1,33331,171697.5200000000
2019-03-26,ÖkoStrom 1,7500,224279.3700000000
2019-03-26,ÖkoStrom 2,14300,419049.9400000000
2019-03-26,ÖkoStrom 3,20900,608265.9200000000
2019-03-27,ÖkoGas 1,46200,238001.4500000000
2019-03-27,ÖkoStrom 1,10000,299039.1600000000
2019-03-27,ÖkoStrom 2,12800,375089.9500000000
2019-03-27,ÖkoStrom 3,19400,564615.9200000000
2019-03-28,ÖkoGas 1,32800,168962.8700000000
2019-03-28,ÖkoStrom 1,12249,366294.0500000000
2019-03-28,ÖkoStrom 2,12500,366299.9500000000
2019-03-28,ÖkoStrom 3,7600,221188.4700000000
2019-03-29,ÖkoGas 1,30000,154542.8700000000
2019-03-29,ÖkoStrom 1,20700,619008.3200000000
2019-03-29,ÖkoStrom 2,12100,354579.9500000000
2019-03-29,ÖkoStrom 3,15800,459836.9400000000
2019-03-30,ÖkoStrom 1,14400,430618.7400000000
2019-03-30,ÖkoStrom 2,13500,395599.9500000000
2019-03-30,ÖkoStrom 3,12400,360887.4500000000
2019-03-31,ÖkoGas 1,9700,49969.2900000000
2019-03-31,ÖkoStrom 1,17600,526308.5300000000
2019-03-31,ÖkoStrom 2,17400,509889.9300000000
2019-03-31,ÖkoStrom 3,14300,416186.9400000000
2019-04-01,ÖkoGas 1,11700,60269.2900000000
2019-04-01,ÖkoStrom 1,12200,364828.9500000000
2019-04-01,ÖkoStrom 2,16700,489379.9300000000
2019-04-01,ÖkoStrom 3,14700,427826.9400000000
2019-04-02,ÖkoGas 1,9800,50484.2900000000
2019-04-02,ÖkoStrom 1,15400,460518.7400000000
2019-04-02,ÖkoStrom 2,14800,433699.9400000000
2019-04-02,ÖkoStrom 3,19100,555885.9200000000
2019-04-03,ÖkoGas 1,8000,41214.2900000000
2019-04-03,ÖkoStrom 1,19100,571168.3200000000
2019-04-03,ÖkoStrom 2,11800,345789.9500000000
2019-04-03,ÖkoStrom 3,19400,564615.9200000000
2019-04-04,ÖkoGas 1,10400,53574.2900000000
2019-04-04,ÖkoStrom 1,21400,639948.1100000000
2019-04-04,ÖkoStrom 2,18000,527469.9300000000
2019-04-04,ÖkoStrom 3,17400,506406.4300000000
2019-04-05,ÖkoGas 1,21700,111783.5800000000
2019-04-05,ÖkoStrom 1,10800,322959.1600000000
2019-04-05,ÖkoStrom 2,19800,580219.9200000000
2019-04-05,ÖkoStrom 3,20000,582075.9200000000
2019-04-06,ÖkoGas 1,28600,147332.8700000000
2019-04-06,ÖkoStrom 1,12200,364828.9500000000
2019-04-06,ÖkoStrom 2,17600,515749.9300000000
2019-04-06,ÖkoStrom 3,12200,355067.4500000000
2019-04-07,ÖkoGas 1,11400,58724.2900000000
2019-04-07,ÖkoStrom 1,9800,293059.1600000000
2019-04-07,ÖkoStrom 2,9500,278389.9600000000
2019-04-07,ÖkoStrom 3,17000,494766.4300000000
2019-04-08,ÖkoGas 1,10200,52544.2900000000
2019-04-08,ÖkoStrom 1,18500,553228.3200000000
2019-04-08,ÖkoStrom 2,13900,407329.9400000000
2019-04-08,ÖkoStrom 3,19400,564615.9200000000
2019-04-09,ÖkoGas 1,29700,152997.8700000000
2019-04-09,ÖkoStrom 1,17900,535278.5300000000
2019-04-09,ÖkoStrom 2,14700,430769.9400000000
2019-04-09,ÖkoStrom 3,14400,419096.9400000000
2019-04-10,ÖkoGas 1,8200,42244.2900000000
2019-04-10,ÖkoStrom 1,21500,642938.1100000000
2019-04-10,ÖkoStrom 2,9900,290109.9600000000
2019-04-10,ÖkoStrom 3,12300,357977.4500000000
2019-04-11,ÖkoGas 1,19400,99938.5800000000
2019-04-11,ÖkoStrom 1,17100,511358.5300000000
2019-04-11,ÖkoStrom 2,20200,591939.9200000000
2019-04-11,ÖkoStrom 3,15800,459836.9400000000
2019-04-12,ÖkoGas 1,34500,177717.8700000000
2019-04-12,ÖkoStrom 1,14100,421648.7400000000
2019-04-12,ÖkoStrom 2,23600,691579.9000000000
2019-04-12,ÖkoStrom 3,9600,279397.9600000000
2019-04-13,ÖkoGas 1,11600,59754.2900000000
2019-04-13,ÖkoStrom 1,18500,553218.5300000000
2019-04-13,ÖkoStrom 2,11000,322339.9600000000
2019-04-13,ÖkoStrom 3,14988,436207.7400000000
2019-04-14,ÖkoStrom 1,18000,538268.5300000000
2019-04-14,ÖkoStrom 2,12900,378019.9500000000
2019-04-14,ÖkoStrom 3,18200,529686.4300000000
2019-04-15,ÖkoGas 1,37300,192152.1600000000
2019-04-15,ÖkoStrom 1,10400,310999.1600000000
2019-04-15,ÖkoStrom 2,15300,448349.9400000000
2019-04-15,ÖkoStrom 3,19500,567525.9200000000
2019-04-16,ÖkoGas 1,8000,41214.2900000000
2019-04-16,ÖkoStrom 1,11400,340908.9500000000
2019-04-16,ÖkoStrom 2,16900,495239.9300000000
2019-04-16,ÖkoStrom 3,8100,235738.4700000000
2019-04-17,ÖkoGas 1,9000,46364.2900000000
2019-04-17,ÖkoStrom 1,10600,316979.1600000000
2019-04-17,ÖkoStrom 2,16400,480589.9300000000
2019-04-17,ÖkoStrom 3,12600,366707.4500000000
2019-04-18,ÖkoGas 1,28700,147847.8700000000
2019-04-18,ÖkoStrom 1,19800,592098.3200000000
2019-04-18,ÖkoStrom 2,17500,512819.9300000000
2019-04-18,ÖkoStrom 3,19600,570435.9200000000
2019-04-19,ÖkoStrom 1,13000,388748.9500000000
2019-04-19,ÖkoStrom 2,12800,375089.9500000000
2019-04-19,ÖkoStrom 3,17100,497676.4300000000
2019-04-20,ÖkoGas 1,28000,144242.8700000000
2019-04-20,ÖkoStrom 1,7100,212319.3700000000
2019-04-20,ÖkoStrom 2,10400,304759.9600000000
2019-04-20,ÖkoStrom 3,14900,433646.9400000000
2019-04-21,ÖkoGas 1,10300,53059.2900000000
2019-04-21,ÖkoStrom 1,10900,325949.1600000000
2019-04-21,ÖkoStrom 2,12000,351649.9500000000
2019-04-21,ÖkoStrom 3,14000,407456.9400000000
2019-04-22,ÖkoGas 1,19800,101998.5800000000
2019-04-22,ÖkoStrom 1,19900,595088.3200000000
2019-04-22,ÖkoStrom 2,19400,568499.9200000000
2019-04-22,ÖkoStrom 3,15300,445286.9400000000
2019-04-23,ÖkoGas 1,17300,89123.5800000000
2019-04-23,ÖkoStrom 1,11800,352868.9500000000
2019-04-23,ÖkoStrom 2,12400,363369.9500000000
2019-04-23,ÖkoStrom 3,14300,416186.9400000000
2019-04-24,ÖkoStrom 1,12000,358848.9500000000
2019-04-24,ÖkoStrom 2,19100,559709.9200000000
2019-04-24,ÖkoStrom 3,9300,270667.9600000000
2019-04-25,ÖkoGas 1,51700,266326.4500000000
2019-04-25,ÖkoStrom 1,14900,445568.7400000000
2019-04-25,ÖkoStrom 2,5000,146519.9800000000
2019-04-25,ÖkoStrom 3,16500,480216.4300000000
2019-04-26,ÖkoGas 1,11500,59239.2900000000
2019-04-26,ÖkoStrom 1,16700,499398.5300000000
2019-04-26,ÖkoStrom 2,7200,210989.9700000000
2019-04-26,ÖkoStrom 3,12200,355067.4500000000
2019-04-27,ÖkoGas 1,29400,151452.8700000000
2019-04-27,ÖkoStrom 1,9800,293059.1600000000
2019-04-27,ÖkoStrom 2,14500,424909.9400000000
2019-04-27,ÖkoStrom 3,18078,526136.2300000000
2019-04-28,ÖkoGas 1,38900,200392.1600000000
2019-04-28,ÖkoStrom 1,12900,385758.9500000000
2019-04-28,ÖkoStrom 2,19200,562639.9200000000
2019-04-28,ÖkoStrom 3,17500,509316.4300000000
2019-04-29,ÖkoGas 1,29100,149907.8700000000
2019-04-29,ÖkoStrom 1,11700,349878.9500000000
2019-04-29,ÖkoStrom 2,12100,354579.9500000000
2019-04-29,ÖkoStrom 3,12600,366707.4500000000
2019-04-30,ÖkoStrom 1,9800,293059.1600000000
2019-04-30,ÖkoStrom 2,12000,351649.9500000000
2019-04-30,ÖkoStrom 3,17400,506406.4300000000
2019-05-01,ÖkoGas 1,39300,202452.1600000000
2019-05-01,ÖkoStrom 1,10000,299039.1600000000
2019-05-01,ÖkoStrom 2,23000,673989.9100000000
2019-05-01,ÖkoStrom 3,11500,334697.4500000000
2019-05-02,ÖkoGas 1,29300,150937.8700000000
2019-05-02,ÖkoStrom 1,15200,454538.7400000000
2019-05-02,ÖkoStrom 2,12700,372159.9500000000
2019-05-02,ÖkoStrom 3,14600,424916.9400000000
2019-05-03,ÖkoGas 1,10100,52029.2900000000
2019-05-03,ÖkoStrom 1,15393,460309.4400000000
2019-05-03,ÖkoStrom 2,15900,465929.9400000000
2019-05-03,ÖkoStrom 3,21200,616995.9200000000
2019-05-04,ÖkoGas 1,37900,195242.1600000000
2019-05-04,ÖkoStrom 1,8500,254189.1600000000
2019-05-04,ÖkoStrom 2,12100,354579.9500000000
2019-05-04,ÖkoStrom 3,14600,424916.9400000000
2019-05-05,ÖkoGas 1,18000,92728.5800000000
2019-05-05,ÖkoStrom 1,14400,430618.7400000000
2019-05-05,ÖkoStrom 2,15100,442489.9400000000
2019-05-05,ÖkoStrom 3,15900,462746.9400000000
2019-05-06,ÖkoGas 1,18200,93758.5800000000
2019-05-06,ÖkoStrom 1,11500,343898.9500000000
2019-05-06,ÖkoStrom 2,17370,509010.9300000000
2019-05-06,ÖkoStrom 3,19300,561705.9200000000
2019-05-07,ÖkoGas 1,10000,51514.2900000000
2019-05-07,ÖkoStrom 1,15000,448558.7400000000
2019-05-07,ÖkoStrom 2,5100,149449.9800000000
2019-05-07,ÖkoStrom 3,17200,500586.4300000000
2019-05-08,ÖkoStrom 1,29797,891047.7800000000
2019-05-08,ÖkoStrom 2,18000,527469.9300000000
2019-05-08,ÖkoStrom 3,13900,404546.9400000000
2019-05-09,ÖkoStrom 1,17300,517338.5300000000
2019-05-09,ÖkoStrom 2,11800,345789.9500000000
2019-05-09,ÖkoStrom 3,18500,538416.4300000000
2019-05-10,ÖkoGas 1,21400,110238.5800000000
2019-05-10,ÖkoStrom 1,19600,586118.3200000000
2019-05-10,ÖkoStrom 2,14500,424909.9400000000
2019-05-10,ÖkoStrom 3,9400,273577.9600000000
2019-05-11,ÖkoGas 1,25100,129307.8700000000
2019-05-11,ÖkoStrom 1,12600,376788.9500000000
2019-05-11,ÖkoStrom 2,14800,433699.9400000000
2019-05-11,ÖkoStrom 3,12900,375437.4500000000
2019-05-12,ÖkoStrom 1,18100,541258.5300000000
2019-05-12,ÖkoStrom 2,16500,483519.9300000000
2019-05-12,ÖkoStrom 3,12300,357977.4500000000
2019-05-13,ÖkoGas 1,70300,362145.0300000000
2019-05-13,ÖkoStrom 1,20600,616018.3200000000
2019-05-13,ÖkoStrom 2,19800,580219.9200000000
2019-05-13,ÖkoStrom 3,15200,442376.9400000000
2019-05-14,ÖkoGas 1,40300,207602.1600000000
2019-05-14,ÖkoStrom 1,17500,523318.5300000000
2019-05-14,ÖkoStrom 2,9400,275459.9600000000
2019-05-14,ÖkoStrom 3,20400,593715.9200000000
2019-05-15,ÖkoGas 1,20200,104058.5800000000
2019-05-15,ÖkoStrom 1,10200,305019.1600000000
2019-05-15,ÖkoStrom 2,9600,281319.9600000000
2019-05-15,ÖkoStrom 3,17500,509316.4300000000
2019-05-16,ÖkoGas 1,17900,92213.5800000000
2019-05-16,ÖkoStrom 1,10100,302029.1600000000
2019-05-16,ÖkoStrom 2,26600,779489.8900000000
2019-05-16,ÖkoStrom 3,12800,372527.4500000000
2019-05-17,ÖkoGas 1,8700,44819.2900000000
2019-05-17,ÖkoStrom 1,15200,454538.7400000000
2019-05-17,ÖkoStrom 2,18800,550909.9300000000
2019-05-17,ÖkoStrom 3,16200,471476.9400000000
2019-05-18,ÖkoGas 1,39700,204512.1600000000
2019-05-18,ÖkoStrom 1,18600,556218.3200000000
2019-05-18,ÖkoStrom 2,7500,219779.9700000000
2019-05-18,ÖkoStrom 3,19600,570435.9200000000
2019-05-19,ÖkoStrom 1,9300,278109.1600000000
2019-05-19,ÖkoStrom 2,20100,589009.9200000000
2019-05-19,ÖkoStrom 3,11900,346337.4500000000
2019-05-20,ÖkoGas 1,8000,41214.2900000000
2019-05-20,ÖkoStrom 1,15000,448558.7400000000
2019-05-20,ÖkoStrom 2,11900,348719.9500000000
2019-05-20,ÖkoStrom 3,9700,282307.9600000000
2019-05-21,ÖkoGas 1,16800,86548.5800000000
2019-05-21,ÖkoStrom 1,14700,439588.7400000000
2019-05-21,ÖkoStrom 2,14300,419049.9400000000
2019-05-21,ÖkoStrom 3,22700,660655.4100000000
2019-05-22,ÖkoGas 1,20600,106118.5800000000
2019-05-22,ÖkoStrom 1,15500,463508.7400000000
2019-05-22,ÖkoStrom 2,10200,298899.9600000000
2019-05-22,ÖkoStrom 3,17300,503496.4300000000
2019-05-23,ÖkoGas 1,11000,56664.2900000000
2019-05-23,ÖkoStrom 1,12500,373798.9500000000
2019-05-23,ÖkoStrom 2,15400,451279.9400000000
2019-05-23,ÖkoStrom 3,17600,512226.4300000000
2019-05-24,ÖkoGas 1,71000,365750.0300000000
2019-05-24,ÖkoStrom 1,14900,445568.7400000000
2019-05-24,ÖkoStrom 2,11600,339929.9500000000
2019-05-24,ÖkoStrom 3,19700,573345.9200000000
2019-05-25,ÖkoGas 1,20900,107663.5800000000
2019-05-25,ÖkoStrom 1,12456,372483.3500000000
2019-05-25,ÖkoStrom 2,19600,574359.9200000000
2019-05-25,ÖkoStrom 3,15100,439466.9400000000
2019-05-26,ÖkoGas 1,11100,57179.2900000000
2019-05-26,ÖkoStrom 1,14400,430618.7400000000
2019-05-26,ÖkoStrom 2,20800,609519.9200000000
2019-05-26,ÖkoStrom 3,19200,558795.9200000000
2019-05-27,ÖkoGas 1,10900,56149.2900000000
2019-05-27,ÖkoStrom 1,21800,651908.1100000000
2019-05-27,ÖkoStrom 2,12500,366299.9500000000
2019-05-27,ÖkoStrom 3,15200,442376.9400000000
2019-05-28,ÖkoGas 1,43800,225627.1600000000
2019-05-28,ÖkoStrom 1,12100,361838.9500000000
2019-05-28,ÖkoStrom 2,20100,589009.9200000000
2019-05-28,ÖkoStrom 3,12500,363797.4500000000
2019-05-29,ÖkoGas 1,9500,48939.2900000000
2019-05-29,ÖkoStrom 1,13700,409688.7400000000
2019-05-29,ÖkoStrom 2,17500,512819.9300000000
2019-05-29,ÖkoStrom 3,9500,276487.9600000000
2019-05-30,ÖkoGas 1,8400,43274.2900000000
2019-05-30,ÖkoStrom 1,4900,146529.5800000000
2019-05-30,ÖkoStrom 2,14700,430769.9400000000
2019-05-30,ÖkoStrom 3,14800,430736.9400000000
2019-05-31,ÖkoGas 1,21300,109723.5800000000
2019-05-31,ÖkoStrom 1,16092,481209.5400000000
2019-05-31,ÖkoStrom 2,13000,380949.9500000000
2019-05-31,ÖkoStrom 3,12300,357977.4500000000
2019-06-01,ÖkoGas 1,19500,100453.5800000000
2019-06-01,ÖkoStrom 1,22500,672838.1100000000
2019-06-01,ÖkoStrom 2,15000,439559.9400000000
2019-06-01,ÖkoStrom 3,17400,506406.4300000000
2019-06-02,ÖkoGas 1,22900,117963.5800000000
2019-06-02,ÖkoStrom 1,12700,379778.9500000000
2019-06-02,ÖkoStrom 2,18000,527469.9300000000
2019-06-02,ÖkoStrom 3,14700,427826.9400000000
2019-06-03,ÖkoGas 1,18600,95818.5800000000
2019-06-03,ÖkoStrom 1,17500,523318.5300000000
2019-06-03,ÖkoStrom 2,12400,363369.9500000000
2019-06-03,ÖkoStrom 3,10700,311407.9600000000
2019-06-04,ÖkoGas 1,20100,103543.5800000000
2019-06-04,ÖkoStrom 1,18100,541258.5300000000
2019-06-04,ÖkoStrom 2,22600,662269.9100000000
2019-06-04,ÖkoStrom 3,14600,424916.9400000000
2019-06-05,ÖkoGas 1,40200,207087.1600000000
2019-06-05,ÖkoStrom 1,20100,601068.3200000000
2019-06-05,ÖkoStrom 2,16300,477659.9300000000
2019-06-05,ÖkoStrom 3,12400,360887.4500000000
2019-06-06,ÖkoGas 1,11100,57179.2900000000
2019-06-06,ÖkoStrom 1,12985,388300.4500000000
2019-06-06,ÖkoStrom 2,18000,527469.9300000000
2019-06-06,ÖkoStrom 3,16500,480216.4300000000
2019-06-07,ÖkoGas 1,28400,146302.8700000000
2019-06-07,ÖkoStrom 1,12900,385758.9500000000
